Titles,Labels
Geometry of effective Hamiltonians,physics.comp-ph
"On Properties of the Minimum Entropy Sub-tree to Compute Lower Bounds on
  the Partition Function",physics.comp-ph
"Effective Monte Carlo simulation on System-V massively parallel
  associative string processing architecture",physics.comp-ph
Energy and information in Hodgkin-Huxley neurons,physics.comp-ph
"Interplay of defect cluster and the stability of xenon in uranium
  dioxide by density functional calculations",physics.comp-ph
Improved Scaling for Quantum Monte Carlo on Insulators,physics.comp-ph
"Non-intrusive and structure preserving multiscale integration of stiff
  ODEs, SDEs and Hamiltonian systems with hidden slow dynamics via flow
  averaging",physics.comp-ph
"Efficient and portable acceleration of quantum chemical many-body
  methods in mixed floating point precision using OpenACC compiler directives",physics.comp-ph
"Detection, numerical simulation and approximate inversion of
  optoacoustic signals generated in multi-layered PVA hydrogel based tissue
  phantoms",physics.comp-ph
"A Structural Insight into Mechanical Strength of Graphene-like Carbon
  and Carbon Nitride Networks",physics.comp-ph
The configuration space of equilateral and equiangular hexagons,physics.comp-ph
"FW/CADIS-$ë©$: An angle-informed hybrid method for deep-penetration
  radiation transport",physics.comp-ph
"Micromagnetic study of a feasibility of the magnetic anisotropy
  engineering in nano-structured epitaxial films of (III,Mn)V ferromagnetic
  semiconductors",physics.comp-ph
"High Bandwidth Pickup Design for Bunch Arrival-time Monitors for
  Free-Electron Laser",physics.comp-ph
Epitaxial growth mechanisms of graphene and effects of substrates,physics.comp-ph
"Response Formulae for $n$-point Correlations in Statistical Mechanical
  Systems and Application to a Problem of Coarse Graining",physics.comp-ph
"Mechanochemical modeling of dynamic microtubule growth involving
  sheet-to-tube transition",physics.comp-ph
"Building Water Models, A Different Approach",physics.comp-ph
Nonlinearity in the dynamics of photoinduced nucleation process,physics.comp-ph
"Yao's millionaires' problem and decoy-based public key encryption by
  classical physics",physics.comp-ph
"Topological Analysis and Mitigation Strategies for Cascading Failures in
  Power Grid Networks",physics.comp-ph
A Multi-Threaded Version of MCFM,physics.comp-ph
"Beyond mean-field dynamics of ultra-cold bosonic atoms in higher
  dimensions: facing the challenges with a multi-configurational approach",physics.comp-ph
"Eigenstate Thermalization Hypothesis and Quantum Jarzynski Relation for
  Pure Initial States",physics.comp-ph
"Discrete Boltzmann model of compressible flows with spherical or
  cylindrical symmetry",physics.comp-ph
"Algebraic multiscale method for flow in heterogeneous porous media with
  embedded discrete fractures (F-AMS)",physics.comp-ph
Point-particle method to compute diffusion-limited cellular uptake,physics.comp-ph
Short note on the mass matrix for Gauss-Lobatto grid points,physics.comp-ph
High-Pressure Hydrogen Sulfide by Diffusion Quantum Monte Carlo,physics.comp-ph
"Network Reliability: The effect of local network structure on diffusive
  processes",physics.comp-ph
Lattice Boltzmann Model for Numerical Relativity,physics.comp-ph
"The sensorimotor loop as a dynamical system: How regular motion
  primitives may emerge from self-organized limit cycles",physics.comp-ph
"Adjoint Multi-Start Based Estimation of Cardiac Hyperelastic Material
  Parameters using Shear Data",physics.comp-ph
Apollonian packings as physical fractals,physics.comp-ph
"Comparing secondary structures of RNA and calculating the free energy of
  an interior loop using a novel method for calculating free energy",physics.comp-ph
Monte Carlo integration on GPU,physics.comp-ph
"Error estimates for solid-state density-functional theory predictions:
  an overview by means of the ground-state elemental crystals",physics.comp-ph
Detector and Event Visualization with SketchUp at the CMS Experiment,physics.comp-ph
Optimized GPU simulation of continuous-spin glass models,physics.comp-ph
"Computer simulation approach to reliability and accuracy in EXAFS
  structural determinations",physics.data-an
"Clusters in weighted macroeconomic networks : the EU case. Introducing
  the overlapping index of GDP/capita fluctuation correlations",physics.data-an
"On the Effects of Lag-Times in Networks Constructed from Similarities of
  Monthly Fluctuations of Climate Fields",physics.data-an
Frequentist Hypothesis Testing with Background Uncertainty,physics.data-an
"Characterization of a Low Frequency Power Spectral Density f^(-gamma) in
  a Threshold Model",physics.data-an
A Neural Bayesian Estimator for Conditional Probability Densities,physics.data-an
"Icequakes coupled with surface displacements for predicting glacier
  break-off",physics.data-an
"Entry Dispersion Analysis for the Hayabusa Spacecraft using Ground Based
  Optical Observation",physics.data-an
"A new model test in high energy physics in frequentist and Bayesian
  statistical formalisms",physics.data-an
Non-independent continuous time random walks,physics.data-an
Auto-Correlation Functions and Solar Cycle Predictability,physics.data-an
Extreme value statistics for dynamical systems with noise,physics.data-an
Divide and concur: A general approach to constraint satisfaction,physics.data-an
"Entropy and inference, revisited",physics.data-an
Review of Nonlinear Methods and Modelling,physics.data-an
Fatigue Loads Estimation Through a Simple Stochastic Model,physics.data-an
"Modified cumulative distribution function in application to waiting time
  analysis in CTRW scenario",physics.data-an
"Ordering Algorithms and Confidence Intervals in the Presence of Nuisance
  Parameters",physics.data-an
Frequentist vs Bayesian statistics - a non-statisticians view,physics.data-an
On a generalised model for time-dependent variance with long-term memory,physics.data-an
Scaling of Seismic Memory with Earthquake Size,physics.data-an
"Fitting in a complex chi^2 landscape using an optimized hypersurface
  sampling",physics.data-an
Notes on statistical separation of classes of events,physics.data-an
Built-up structure criticality,physics.data-an
Fractal and Multifractal Time Series,physics.data-an
"The Nyquist-Shannon sampling theorem and the atomic pair distribution
  function",physics.data-an
Optimized differential energy loss estimation for tracker detectors,physics.data-an
Multiscale Fractal Descriptors Applied to Nanoscale Images,physics.data-an
Coding Sequence Density Estimation Via Topological Pressure,physics.data-an
Scalable Tensor Factorizations for Incomplete Data,physics.data-an
Entropic Priors and Bayesian Model Selection,physics.data-an
Hierarchical Reverberation Mapping,physics.data-an
Wavelets and Solar Magnetic Activity I: Wavelets on the Edge,physics.data-an
"Correlation based networks of equity returns sampled at different time
  horizons",physics.data-an
"Epidemic Spreading in Weighted Networks: An Edge-Based Mean-Field
  Solution",physics.data-an
"On the Correct Use of Statistical Tests: Reply to ""Lies, damned lies and
  statistics (in Geology)""",physics.data-an
"Exact recording of Metropolis-Hastings-class Monte Carlo simulations
  using one bit per sample",physics.data-an
On alpha stable distribution of wind driven water surface wave slope,physics.data-an
DNA Segmentation as A Model Selection Process,physics.data-an
Bayesian View Of Solar Neutrino Oscillations,physics.data-an
Uncovering missing links with cold ends,physics.data-an
Empirical Mantissa Distributions of Pulsars,physics.data-an
"Statistical mechanics of neocortical interactions: Canonical momenta
  indicators of electroencephalography",physics.data-an
Non-global parameter estimation using local ensemble Kalman filtering,physics.data-an
Price Trackers Inspired by Immune Memory,physics.data-an
Hierarchy in directed random networks,physics.data-an
Clique Graphs and Overlapping Communities,physics.data-an
Dynamic system classifier,physics.data-an
"Power-law distributions in economics: a nonextensive statistical
  approach",physics.data-an
"Big Holes in Big Data: A Monte Carlo Algorithm for Detecting Large
  Hyper-rectangles in High Dimensional Data",physics.data-an
Correcting biased observation model error in data assimilation,physics.data-an
Process Pathway Inference via Time Series Analysis,physics.data-an
Wireless communications with diffuse waves,physics.data-an
"Correlations in magnitude series to assess nonlinearities: application
  to multifractal models and heartbeat fluctuations",physics.data-an
Dual-induced multifractality of human online activity,physics.data-an
"How Hidden are Hidden Processes? A Primer on Crypticity and Entropy
  Convergence",physics.data-an
"Determining the minimum embedding dimension for state space
  reconstruction through recurrence networks",physics.data-an
Power of earthquake cluster detection tests,physics.data-an
"Experimental confirmation of long-memory correlations in star-wander
  data",physics.data-an
Coupled uncertainty provided by a multifractal random walker,physics.data-an
Quantifying truncation errors in effective field theory,physics.data-an
Errors drive the evolution of biological signalling to costly codes,physics.data-an
Percolation properties in a traffic model,physics.data-an
"The geometry of nonlinear least squares with applications to sloppy
  models and optimization",physics.data-an
Prediction of Dynamical Systems by Symbolic Regression,physics.data-an
"Kantian fractionalization predicts the conflict propensity of the
  international system",physics.data-an
DNest4: Diffusive Nested Sampling in C++ and Python,physics.data-an
Detecting random walks on graphs with heterogeneous sensors,physics.data-an
Learning ambiguous functions by neural networks,physics.data-an
Dual-induced multifractality of human online activity,physics.data-an
"RandFile package for Mathematica for accessing file-based sources of
  randomness",physics.data-an
"Kullback-Leibler and Renormalized Entropy: Applications to EEGs of
  Epilepsy Patients",physics.data-an
Is this scaling nonlinear?,physics.data-an
"Measurement of statistical evidence on an absolute scale following
  thermodynamic principles",physics.data-an
"Combinatorial Information Theory: I. Philosophical Basis of
  Cross-Entropy and Entropy",physics.data-an
Rising Above Chaotic Likelihoods,physics.data-an
"A Biased Review of Biases in Twitter Studies on Political Collective
  Action",physics.data-an
Structure of local interactions in complex financial dynamics,physics.data-an
"Wavelets, Curvelets and Multiresolution Analysis Techniques Applied to
  Implosion Symmetry Characterization of ICF Targets",physics.data-an
Multivariate information measures: an experimentalist's perspective,physics.data-an
Rotated multifractal network generator,physics.data-an
Online Popularity and Topical Interests through the Lens of Instagram,physics.data-an
"Application of the rule-growing algorithm RIPPER to particle physics
  analysis",physics.data-an
Heterogeneous Dynamical Relaxations in a Lane Forming Liquid,physics.data-an
The performance of modularity maximization in practical contexts,physics.data-an
Escape Time Characterization of Pendular Fabry-Perot,physics.data-an
Dual-induced multifractality of human online activity,physics.data-an
Universal shocks in the Wishart random matrix ensemble - 1,physics.data-an
Predicting sports scoring dynamics with restoration and anti-persistence,physics.data-an
An experimental study of opinion influenceability,physics.data-an
The scaling of the minimum sum of edge lengths in uniformly random trees,physics.data-an
"From nolinear statistical mechanics to nonlinear quantum mechanics -
  Concepts and applications",physics.data-an
Errors drive the evolution of biological signalling to costly codes,physics.data-an
Dictionary learning of sound speed profiles,physics.data-an
"Arbitrary Truncated Levy Flight: Asymmetrical Truncation and High-Order
  Correlations",physics.data-an
Time Series with Tailored Nonlinearities,physics.data-an
Influence of autocorrelation on the topology of the climate network,physics.data-an
"The Implications of Discontinuities for Testing Theories of Turbulence
  in the Solar Wind",physics.data-an
"Using Extreme Value Theory for Determining the Probability of
  Carrington-Like Solar Flares",physics.data-an
Linear theory and violent relaxation in long-range systems: a test case,physics.data-an
"Advantages of the multiple scattering representation approach to
  radiation trapping",physics.ed-ph
Identifying Student Difficulties with Understanding Induced EMF,physics.ed-ph
Exam fairness,physics.ed-ph
"Introducing students to the culture of physics: Explicating elements of
  the hidden curriculum",physics.ed-ph
"A Multi-Faceted Approach to Scrutinizing the Reliability of a Measure of
  STEM Teacher Strategic Knowledge",physics.ed-ph
An Exploration of the Limits of the Maxwell-Boltzmann Distribution,physics.ed-ph
Beyond the Linear Damping Model for Mechanical Harmonic Oscillators,physics.ed-ph
Dynamic Models of Learning and Education Measurement,physics.ed-ph
Student understanding of rotational and rolling motion concepts,physics.ed-ph
"Physics graduate teaching assistants' beliefs about a grading rubric:
  Lessons learned",physics.ed-ph
"Designing Open Source Computer Models for Physics by Inquiry using Easy
  Java Simulation",physics.ed-ph
An extensive Study of Teaching / Learning Quantum Mechanics in College,physics.ed-ph
"Bringing Science into Schools through Astronomy. Project ASTRO, Tucson",physics.ed-ph
"A Deeper Look at Student Learning of Quantum Mechanics: the Case of
  Tunneling",physics.ed-ph
Wick Calculus,physics.ed-ph
Peer Evaluation of Video Lab Reports in an Introductory Physics MOOC,physics.ed-ph
Some minimally-variant map-based rules of motion at any speed,physics.ed-ph
"On the transformation of torques between the laboratory and center of
  mass reference frames",physics.ed-ph
Uncertainties analysis made easy using basic electricity analogy,physics.ed-ph
"Investigation carried out with pre-service elementary teachers on some
  basic astronomical topics",physics.ed-ph
Gravitational Waves: An Introduction,physics.ed-ph
Getting the Swing of Surface Gravity,physics.ed-ph
Teaching to Learn: iPads as Tools for Transforming Physics Student Roles,physics.ed-ph
"Introducing the notion of bare and effective mass via Newton's second
  law of motion",physics.ed-ph
Interpreting Recoil For Undergraduate Students,physics.ed-ph
The Driven Pendulum at Arbitrary Drive Angle,physics.ed-ph
"An Approximate Expression for the Large Angle Period of a Simple
  Pendulum",physics.ed-ph
"Contributions from cognitive research to mathematics and science
  education",physics.ed-ph
"A Statistical Analysis of the Performance of First Year Engineering
  Students at UNSW Canberra and the Impact of the State where They Undertook
  Year 12 Study",physics.ed-ph
"Validation and analysis of the coupled multiple response Colorado
  upper-division electrostatics (CUE) diagnostic",physics.ed-ph
"Difficulties of Model Construction in Optics (Probleme der Modellbildung
  in der Optik)",physics.ed-ph
Numerical wind tunnels,physics.ed-ph
"LOT-G3: Plasma Lamp, Ozonator and CW transmitter",physics.ed-ph
"Teaching the hidden symmetry of the Kepler problem in relativistic
  quantum mechanics - from Pauli to Dirac electron",physics.ed-ph
"Student Use of a Single Lecture Video in a Flipped Introductory
  Mechanics Course",physics.ed-ph
"Research-Based Course Materials and Assessments for Upper-Division
  Electrodynamics (E&M II)",physics.ed-ph
Light Pollution as Part of the Environmental Problems,physics.ed-ph
An equity investigation of attitudinal shifts in introductory physics,physics.ed-ph
"""Bernoulli"" Levitation",physics.ed-ph
The role of immersive informal science programs,physics.ed-ph
Sustaining educational and public outreach programs in astronomy,physics.ed-ph
Concepts of Renormalization in Physics,physics.ed-ph
"Biologic: Gene circuits and feedback in an introductory physics sequence
  for biology and premedical students",physics.ed-ph
Problem Roulette: Studying Introductory Physics in the Cloud,physics.ed-ph
Failure of intuition in elementary rigid body dynamics,physics.ed-ph
"Reflection off Surfaces of Revolution: a Teachers' primer to the
  Introduction of the Cross-section Concept",physics.ed-ph
"How students blend conceptual and formal mathematical reasoning in
  solving physics problems",physics.ed-ph
Still Shrouded in Mystery: The Photon in 1925,physics.ed-ph
"No Way Back: Maximizing survival time below the Schwarzschild event
  horizon",physics.ed-ph
"Feynman Path Integral approach to electron diffraction for one and two
  slits, analytical results",physics.ed-ph
Dynamics of Non-Conservative Voters,physics.ed-ph
Estimate of resources required for a meaningful reform of education,physics.ed-ph
"The Relativity Concept Inventory: development, analysis and results",physics.ed-ph
"Teaching Einsteinian Physics at Schools: Part 1, Models and Analogies
  for Relativity",physics.ed-ph
An exercise on Gauss' law for gravitation: The Flat Earth model,physics.ed-ph
Simple demonstration experiments for astronomical parallax,physics.ed-ph
Seeing How Fitting Process Works,physics.ed-ph
Under-Graduate Research in Physics : An Indian Perspective,physics.ed-ph
Multiple-choice test of energy and momentum concepts,physics.ed-ph
Electromechanical power flowcharts in systems of electrical circuits,physics.ed-ph
"The role of metacognition in troubleshooting: an example from
  electronics",physics.ed-ph
The Design and Implementation of the Akamai Maui Short Course,physics.ed-ph
Success and Persistence in Science: The Influence of Classroom Climate,physics.ed-ph
"Connecting Three Pivotal Concepts in K-12 Science State Standards and
  Maps of Conceptual Growth to Research in Physics Education",physics.ed-ph
An intuitive introduction to the concept of spatial coherence,physics.ed-ph
"Sector Models - A Toolkit for Teaching General Relativity. Part 1:
  Curved Spaces and Spacetimes",physics.ed-ph
"Particle in a box with a delta-function potential: strong and weak
  coupling limits",physics.ed-ph
General Relativity in the Undergraduate Physics Curriculum,physics.ed-ph
Inaccurate use of asymptotic formulas,physics.ed-ph
High Voltage Generation for Physics Lab,physics.ed-ph
Testing conformal mapping with kitchen aluminum foil,physics.ed-ph
Observations on teaching first-year physics,physics.ed-ph
Photographing by means of a diffractive axicon,physics.ed-ph
Relativistic Electron Experiment for the Undergraduate Laboratory,physics.ed-ph
Measuring the Learning from Two-Stage Collaborative Group Exams,physics.ed-ph
Using the Big Ideas in Cosmology to Teach College Students,physics.ed-ph
Relativity without tears,physics.ed-ph
"Transverse Solutions of the Vector Laplace and Helmholtz Equations for
  Spherical Coordinates and Boundary Conditions with Azimuthal Symmetry",physics.ed-ph
A radioactive decay simulation (For Education),physics.ed-ph
Morris-Thorne wormholes with a cosmological constant,physics.ed-ph
"Teaching the hidden symmetry of the Kepler problem in relativistic
  quantum mechanics - from Pauli to Dirac electron",physics.ed-ph
"What does Hirsch index evolution explain us? A case study: Turkish
  Journal of Chemistry",physics.ed-ph
"Measuring the eccentricity of the Earth orbit with a nail and a piece of
  plywood",physics.ed-ph
"Macroscopic coherence effects in a mesoscopic system: Weak localization
  of thin silver films in an undergraduate lab",physics.ed-ph
A Workshop that Works,physics.ed-ph
Throwing and jumping for maximum horizontal range,physics.ed-ph
"Can Free-Response Questions Be Approximated by Multiple-Choice
  Equivalents?",physics.ed-ph
CERN as a Non-School Resource for Science Education,physics.ed-ph
"Analyzing student conceptual understanding of resistor networks using
  binary, descriptive, and computational questions",physics.ed-ph
"Student Use of a Single Lecture Video in a Flipped Introductory
  Mechanics Course",physics.ed-ph
"The parametric spring-mass system, its connection with non-linear
  optics, and an approach for undergraduate students",physics.ed-ph
"Games as a Platform for Student Participation in Authentic Scientific
  Research",physics.ed-ph
A Elasticidade Relativista,physics.ed-ph
Paradigms in Physics 2.0,physics.ed-ph
Splitting the wavefunctions of two particles in two boxes,physics.ed-ph
"Exploring Student Understanding of Energy through the Quantum Mechanics
  Conceptual Survey",physics.ed-ph
"Valuing Student Ideas Morally, Instrumentally, and Intellectually",physics.ed-ph
"Quantum Statistics: Is there an effective fermion repulsion or boson
  attraction?",physics.ed-ph
"Directly integrating the Schroedinger to determine tunneling rates for
  arbitrary one-dimensional potential barriers",physics.ed-ph
Kermit's What-Happens-Next-Machine Reloaded,physics.ed-ph
Rayleigh's collapsing time of a spherical cavity: the $ëÓ$-factor,physics.flu-dyn
"Two point third order correlation functions for quasi-geostrophic
  turbulence: Kolmogorov-Landau approach",physics.flu-dyn
"Three-dimensional aspects of fluid flows in channels. II. Effects of
  Meniscus and Thin Film regimes on Viscous Fingers",physics.flu-dyn
"Transverse and lateral confinement effects on the oscillations of a free
  cylinder in a viscous flow",physics.flu-dyn
"Discussion of Di Vita, A., On information thermodynamics and scale
  invariance in fluid dynamics, Journal of Thermodynamics & Catalysis 3: e108
  (2012)",physics.flu-dyn
Statistics of velocity gradients in wall-bounded shear flow turbulence,physics.flu-dyn
Viscous fingering of miscible slices,physics.flu-dyn
Marangoni Convection in Binary Mixtures,physics.flu-dyn
"Conformal mapping of ultrasonic crystals: confining ultrasound and
  cochlear-like wave guiding",physics.flu-dyn
"Roughness characteristics of an ice surface grown in the presence of a
  supercooled water film driven by gravity and wind drag",physics.flu-dyn
Kinetic energy of vortex knots and unknots,physics.flu-dyn
A conjecture for turbulent flow,physics.flu-dyn
Deconstructing wall turbulence -visualization of resolvent modes,physics.flu-dyn
Sonochemical effects on single-bubble sonoluminescence,physics.flu-dyn
"The Fermi-Pasta-Ulam recurrence and related phenomena for 1D
  shallow-water waves in a finite basin",physics.flu-dyn
An experimental and numerical study of water jet cleaning process,physics.flu-dyn
"The hodograph method applicability in the problem of long-scale
  nonlinear dynamics of a thin vortex filament near a flat boundary",physics.flu-dyn
"Prevalence of the sling effect for enhancing collision rates in
  turbulent suspensions",physics.flu-dyn
Flutter of a Flag,physics.flu-dyn
"Explicit force formlulas for two dimensional potential flow with
  multiple bodies and multiple free vortices",physics.flu-dyn
"Generalized Boltzmann Equation: Slip-No -Slip Dynamic Transition in
  Flows of Strongly Non-Linear Fluids",physics.flu-dyn
Applications of vortex gas models to tornadogenesis and maintenance,physics.flu-dyn
"Swimming of a linear chain with a cargo in an incompressible viscous
  fluid with inertia",physics.flu-dyn
Properties of the turbulent/non-turbulent interface in boundary layers,physics.flu-dyn
"On the use of the incompressibility condition in the Euler and
  Navier-Stokes equations",physics.flu-dyn
"Do hydrodynamically assisted binary collisions lead to orientational
  ordering of microswimmers?",physics.flu-dyn
Transition to Absolute Instability for (not so) Dummies,physics.flu-dyn
"Solution to the one-dimensional Rayleigh-Plesset equation by the
  Differential Transform method",physics.flu-dyn
"Pilot-wave dynamics in a harmonic potential: Quantization and stability
  of circular orbits",physics.flu-dyn
Kazantsev model in nonhelical 2.5D flows,physics.flu-dyn
Fast and Global Measurement of Free Surface Deformations,physics.flu-dyn
"Logarithmic distribution of mean velocity and turbulent kinetic energy
  in a pipe flow",physics.flu-dyn
"Perturbed breakup of gas bubbles in water: Memory, gas flow, and
  coalescence",physics.flu-dyn
Oceanic rings and jets as statistical equilibrium states,physics.flu-dyn
Scalar decay in a three-dimensional chaotic flow,physics.flu-dyn
"Substantial drag reduction in turbulent flow using liquid-infused
  surfaces",physics.flu-dyn
"A full Eulerian finite difference approach for solving fluid-structure
  coupling problems",physics.flu-dyn
"Turbidity current flow over an obstacle and phases of sediment wave
  generation",physics.flu-dyn
"A model for reactive porous transport during re-wetting of hardened
  concrete",physics.flu-dyn
"Stability of stratified two-phase channel flows of
  Newtonian/non-Newtonian shear-thinning fluids",physics.flu-dyn
"Comment on ``Air bubbles in water: A strongly multiple scattering medium
  for acoustic waves"" [Phys. Rev. Lett. 84, 6050, 2000]",physics.flu-dyn
"Anomalous Scaling and Solitary Waves in Systems with Non-Linear
  Diffusion",physics.flu-dyn
Three regularization models of the Navier-Stokes equations,physics.flu-dyn
"Numerical solutions of the three-dimensional magnetohydrodynamic
  alpha-model",physics.flu-dyn
"Lagrangian statistics of particle pairs in homogeneous isotropic
  turbulence",physics.flu-dyn
"Analytical Prediction of Reflection Coefficients for Wave Absorbing
  Layers in Flow Simulations of Free-Surface Waves",physics.flu-dyn
Horizon effects for surface waves in wave channels and circular jumps,physics.flu-dyn
Comparison of forcing functions in magnetohydrodynamic turbulence,physics.flu-dyn
"Rotational dynamics of a soft filament: wrapping transition and
  propulsive forces",physics.flu-dyn
"Orientation dynamics of weakly Brownian particles in periodic viscous
  flows",physics.flu-dyn
"Dynamo enhancement and mode selection triggered by high magnetic
  permeability",physics.flu-dyn
"Driving mechanisms and streamwise homogeneity in molecular dynamics
  simulations of nanochannel flows",physics.flu-dyn
Link-wise Artificial Compressibility Method,physics.flu-dyn
Solar cycle properties described by simple convection-driven dynamos,physics.flu-dyn
A unified slip boundary condition for flow over a surface,physics.flu-dyn
Damping of liquid sloshing by foams,physics.flu-dyn
Simulation of a moving liquid droplet inside a rarefied gas region,physics.flu-dyn
"The role of dissipation in flexural wave turbulence: from experimental
  spectrum to Kolmogorov-Zakharov spectrum",physics.flu-dyn
"Air entrainment in transient flows in closed water pipes: a two-layer
  approach",physics.flu-dyn
A hybrid Eulerian-Lagrangian flow solver,physics.flu-dyn
Optimal Control of Transient Flow in Natural Gas Networks,physics.flu-dyn
"The Critical Richardson Number and Limits of Applicability of Local
  Similarity Theory in the Stable Boundary Layer",physics.flu-dyn
"Optimal bounds with semidefinite programming: an application to stress
  driven shear flows",physics.flu-dyn
"Observation of vortex-antivortex pairing in decaying 2D turbulence of a
  superfluid gas",physics.flu-dyn
"Cavitation nanopore in the dielectric fluid in the inhomogeneous, pulsed
  electric fields",physics.flu-dyn
Undulatory swimming in fluids with polymer networks,physics.flu-dyn
Non-Perturbative Hydrodynamic Limits,physics.flu-dyn
"On the Comparability of Chemical Structure and Roughness of Nanochannels
  in Altering Fluid Slippage",physics.flu-dyn
Hidden Equilibration Driven Losses in Whitecapping,physics.flu-dyn
"Enhancement of the Traveling Front Speeds in Reaction-Diffusion
  Equations with Advection",physics.flu-dyn
An asymptotic model in acoustics: acoustic drift equations,physics.flu-dyn
"Dissipation Scale Fluctuations and Chemical Reaction Rates in Turbulent
  Flows",physics.flu-dyn
No solitary waves exist on 2D deep water,physics.flu-dyn
"Model-based design of transverse wall oscillations for turbulent drag
  reduction",physics.flu-dyn
"Possible Implications of a Vortex Gas Model and Self-Similarity for
  Tornadogenesis and Maintenance",physics.flu-dyn
Statics and dynamics of fluids in nanotubes,physics.flu-dyn
Non-Thermal Fixed Point in a Holographic Superfluid,physics.flu-dyn
Rheology of Attractive Emulsions,physics.flu-dyn
"Effective pressure interface law for transport phenomena between an
  unconfined fluid and a porous medium using homogenization",physics.flu-dyn
Analytic Model of the Universal Structure of Turbulent Boundary Layers,physics.flu-dyn
"Destabilization of the thermohaline circulation by transient
  perturbations to the hydrological cycle",physics.flu-dyn
Traffic jams and intermittent flows in microfluidic networks,physics.flu-dyn
"Scaling laws and diffuse locality of balanced and imbalanced MHD
  turbulence",physics.flu-dyn
"""Ultimate state"" of two-dimensional Rayleigh-Benard convection between
  free-slip fixed temperature boundaries",physics.flu-dyn
Sheared bioconvection in a horizontal tube,physics.flu-dyn
Revealing intermittency in experimental data with steep power spectra,physics.flu-dyn
Shallow water rogue wavetrains in nonlinear optical fibers,physics.flu-dyn
Effects of nanoparticles and surfactant on droplets in shear flow,physics.flu-dyn
"Variational description of multi-fluid hydrodynamics: Coupling to gauge
  fields",physics.flu-dyn
Wave breaking and particle jets in intense inhomogeneous charged beams,physics.flu-dyn
"Linear and nonlinear MHD mode coupling of the fast magnetoacoustic wave
  about a 3D magnetic null point",physics.flu-dyn
"Ultrasonic study of the gelation of gelatin: phase diagram, hysteresis
  and kinetics",physics.flu-dyn
2D and Axisymmetric Incompressible Elastic Green's Functions,physics.flu-dyn
Existence and properties of the Navier-Stokes equations,physics.flu-dyn
"Modelling the influence of photospheric turbulence on solar flare
  statistics",physics.flu-dyn
"Spatiotemporal velocity-velocity correlation function in fully developed
  turbulence",physics.flu-dyn
"Construction of Molecular Dynamics Like Cellular Automata Models for
  Simulation of Compressible Fluid Dynamic Systems",physics.flu-dyn
The mathematical theory of reduced MHD models for fusion plasmas,physics.flu-dyn
Nonlinear Resistivity for Magnetohydrodynamical Models,physics.flu-dyn
Rogue Waves and Large Deviations in Deep Sea,physics.flu-dyn
"A New Mechanism for the Maintenance of Fair Weather Electric Field and
  Cloud Electrification",physics.gen-ph
"On the Possibility of a Propulsion Drive Creation Through a Local
  Manipulation of Spacetime Geometry",physics.gen-ph
Hadron locations on the rectangle,physics.gen-ph
"Lumped and Distributed Parameter SPICE Models of TE Devices Considering
  Temperature Dependent Material Properties",physics.gen-ph
Physics of Binary Information,physics.gen-ph
"Why two formulas for the electric field intensity and the magnetic
  induction created by a uniformly moving point charge?",physics.gen-ph
"Totally secure classical networks with multipoint telecloning
  (teleportation) of classical bits through loops with Johnson-like noise",physics.gen-ph
q-deformed Lie algebras and fractional calculus,physics.gen-ph
"The 4D geometric quantities versus the usual 3D quantities. The
  resolution of Jackson's paradox",physics.gen-ph
Again on the non-existence of gravitational waves and of black holes,physics.gen-ph
"Estimation of Gravitational Constant `G_N' from CMBR data and Hubble's
  parameter",physics.gen-ph
"A Challenge to Control Gravity via Applying Electromagnetic
  Low-Frequency Radiation - Theory and Proposed Model Experiments",physics.gen-ph
"A note on the solvable model of cosmology in the Earth-related
  coordinate system",physics.gen-ph
Epistemology in Cyclic Time,physics.gen-ph
A Possible Alternative Solution to the Solar Neutrino Problem,physics.gen-ph
A New Theory of Geomagnetism,physics.gen-ph
Gravitomagnetism and Angular Momenta of Black-Holes,physics.gen-ph
Topological Combinatorics of a Quantized String Gravitational Metric,physics.gen-ph
Explaining the pearl necklace of SNR 1987A by coherent optics,physics.gen-ph
Spinfluid Phase Transitions,physics.gen-ph
On the Locality Principle Keeping in Aharonov-Bohm Effect,physics.gen-ph
Electromagnetic soliton-particle with spin and magnetic moment,physics.gen-ph
A very simple solution to the OPERA neutrino velocity problem,physics.gen-ph
Particle-unparticle duality in super-relativity,physics.gen-ph
"Transverse and Longitudinal Doppler Effects of the Sunbeam Spectra and
  Earth-Self Rotation and Orbital Velocities, the Mass of the Sun and Others",physics.gen-ph
Heatons induced by attosecond laser pulses,physics.gen-ph
"Variable Modified Chaplygin Gas in Anisotropic Universe with
  Kaluza-Klein Metric",physics.gen-ph
"Critical points with high accuracy and fluctuation origin of 2 and
  3-dimensional Ising models",physics.gen-ph
The Pioneer anomaly and the holographic scenario,physics.gen-ph
Lense Thirring and Geodetic Effects,physics.gen-ph
What if Superluminal Neutrinos Exist but not Higgs Bosons?,physics.gen-ph
"The rest mass of a system of two photons in different inertial reference
  frames: 0+0=0 and 0+0>0",physics.gen-ph
Fossil turbulence and fossil turbulence waves can be dangerous,physics.gen-ph
"Molecular quantum mechanical observers, symmetry, and string theory",physics.gen-ph
"Absolute motion determined from Michelson-type experiments in optical
  media",physics.gen-ph
Gravitation and Special Relativity,physics.gen-ph
Quantum Information Paradox: Real or Fictitious?,physics.gen-ph
